state	county	total_loss	closed_loss	open_loss	cwop_loss	total_pay
GEORGIA	DEKALB COUNTY	3294	2556	40	698	82101183.85
GEORGIA	DOOLY COUNTY	15	11	0	4	266562.66
GEORGIA	DOUGHERTY COUNTY	1204	1031	0	173	27509377.13
GEORGIA	EARLY COUNTY	35	26	0	9	672129.12
GEORGIA	EFFINGHAM COUNTY	34	25	0	9	184336.1
GEORGIA	EMANUEL COUNTY	2	2	0	0	10202.74
GEORGIA	FANNIN COUNTY	60	44	0	16	512298.19
GEORGIA	FAYETTE COUNTY	116	79	1	36	1316091.25
GEORGIA	FLOYD COUNTY	366	289	0	77	2940132.16
GEORGIA	FORSYTH COUNTY	45	23	0	22	398747.97
GEORGIA	GILMER COUNTY	181	145	0	36	5034114.21
GEORGIA	GLYNN COUNTY	910	547	1	362	10810241.2
GEORGIA	GORDON COUNTY	25	20	0	5	433909.54
GEORGIA	GRADY COUNTY	10	7	0	3	162988.36
GEORGIA	GWINNETT COUNTY	393	285	6	102	8571176.1
GEORGIA	HABERSHAM COUNTY	6	2	0	4	30300
GEORGIA	HALL COUNTY	32	16	0	16	126630.05
GEORGIA	HARRIS COUNTY	9	3	0	6	54951.9
GEORGIA	HART COUNTY	1	0	0	1	0
GEORGIA	HEARD COUNTY	1	1	0	0	1931.07
GEORGIA	IRWIN	2	1	0	1	3112.65
GEORGIA	JASPER COUNTY	7	6	0	1	77059.75
GEORGIA	JEFF DAVIS COUNTY	5	3	0	2	37609.32
GEORGIA	JENKINS COUNTY	13	9	0	4	77173.7
GEORGIA	JONES COUNTY	5	3	0	2	22661.97
GEORGIA	LAURENS COUNTY	42	39	0	3	1242402.41
GEORGIA	LONG COUNTY	1	0	0	1	0
GEORGIA	LUMPKIN COUNTY	8	5	0	3	32074.65
GEORGIA	MCINTOSH COUNTY	24	14	0	10	133377.67
GEORGIA	MITCHELL COUNTY	97	71	0	26	2147719.73
GEORGIA	MURRAY COUNTY	31	25	0	6	354471.65
GEORGIA	MUSCOGEE COUNTY	199	117	0	82	1539951.16
GEORGIA	OCONEE COUNTY	2	2	0	0	8434.78
GEORGIA	PAULDING COUNTY	44	30	0	14	862574.97
GEORGIA	PEACH COUNTY	4	2	0	2	70631.77
GEORGIA	PIERCE COUNTY	8	6	0	2	339731.43
GEORGIA	RABUN COUNTY	21	12	1	8	230877.64
GEORGIA	RICHMOND COUNTY	434	344	0	90	3311451.76
GEORGIA	ROCKDALE COUNTY	53	36	0	17	1063205.45
GEORGIA	SCREVEN COUNTY	1	0	0	1	0
GEORGIA	SPALDING COUNTY	16	9	0	7	71858.35
GEORGIA	STEPHENS COUNTY	10	6	0	4	94088.47
GEORGIA	TALBOT COUNTY	6	4	0	2	90919.46
GEORGIA	TATTNALL COUNTY	12	10	0	2	195247.48
GEORGIA	TELFAIR COUNTY	6	6	0	0	91965.92
GEORGIA	TERRELL COUNTY	2	1	0	1	9728.92
GEORGIA	THOMAS COUNTY	46	36	0	10	1685007.25
GEORGIA	TIFT COUNTY	78	60	0	18	3472185.55
GEORGIA	TOOMBS COUNTY	21	16	0	5	122698.88
GEORGIA	TOWNS COUNTY	13	11	0	2	136062.7
GEORGIA	TROUP COUNTY	56	49	0	7	1180760.08
GEORGIA	TWIGGS COUNTY	1	1	0	0	1563.25
GEORGIA	UPSON COUNTY	19	17	0	2	227839.32
GEORGIA	WARE COUNTY	31	17	0	14	117894.36
GEORGIA	WAYNE COUNTY	6	5	0	1	56187.86
GEORGIA	WHEELER COUNTY	8	7	0	1	76211.1
GEORGIA	WHITFIELD COUNTY	74	52	0	22	1411672.13
GEORGIA	WORTH COUNTY	33	23	0	10	469666.77
HAWAII	HAWAII COUNTY	731	501	0	230	18240426.9
HAWAII	HONOLULU COUNTY	2314	1502	2	810	29810720.59
HAWAII	KAUAI COUNTY	1174	652	3	519	37093918.68
HAWAII	MAUI COUNTY	523	302	2	219	6364177.93
IDAHO	ELMORE COUNTY	9	6	1	2	92248.16
IDAHO	FRANKLIN COUNTY	1	1	0	0	2525.03
IDAHO	JEFFERSON COUNTY	18	12	0	6	115664.7
IDAHO	MADISON COUNTY	9	6	0	3	19922.52
IDAHO	WASHINGTON COUNTY	20	17	2	1	955310.41
IDAHO	LINCOLN COUNTY	2	1	0	1	5606.42
IDAHO	ADAMS COUNTY	4	2	0	2	9388.5
IDAHO	FREMONT COUNTY	2	0	0	2	0
IDAHO	ADA COUNTY	108	36	17	55	242918.7
IDAHO	BANNOCK COUNTY	37	22	0	15	109284.54
IDAHO	BENEWAH COUNTY	46	37	0	9	722734.77
IDAHO	BINGHAM COUNTY	33	24	0	9	140150.18
IDAHO	BLAINE COUNTY	225	117	70	38	1124807.09
IDAHO	BOISE COUNTY	1	1	0	0	35644.71
IDAHO	BONNER COUNTY	35	22	0	13	149639.67
IDAHO	BONNEVILLE COUNTY	13	5	0	8	39667.82
IDAHO	BOUNDARY COUNTY	3	1	0	2	8394.96
IDAHO	CANYON COUNTY	25	15	0	10	95420.75
IDAHO	CARIBOU COUNTY	1	1	0	0	3803.51
IDAHO	CASSIA COUNTY	2	2	0	0	63439.51
IDAHO	CLEARWATER COUNTY	9	6	0	3	37472.69
IDAHO	CUSTER COUNTY	2	1	1	0	1902.49
IDAHO	GEM COUNTY	3	3	0	0	13823.01
IDAHO	GOODING COUNTY	6	2	0	4	33110.07
IDAHO	IDAHO COUNTY	5	3	0	2	9961.72
IDAHO	JEROME COUNTY	1	0	0	1	0
IDAHO	KOOTENAI COUNTY	81	56	1	24	658740.18
IDAHO	LATAH COUNTY	30	22	0	8	224728.19
IDAHO	LEMHI COUNTY	22	16	0	6	200838.32
IDAHO	MINIDOKA COUNTY	4	4	0	0	187291.39
IDAHO	NEZ PERCE COUNTY	8	4	0	4	33066.46
IDAHO	PAYETTE COUNTY	23	20	0	3	226347.03
IDAHO	SHOSHONE COUNTY	128	99	0	29	959471.72
IDAHO	TETON COUNTY	3	3	0	0	11400.52
IDAHO	TWIN FALLS COUNTY	15	12	0	3	26207.97
IDAHO	VALLEY COUNTY	1	0	0	1	0
ILLINOIS	CALHOUN COUNTY	2383	2109	2	272	17966098.26
ILLINOIS	DE KALB COUNTY	400	334	0	66	4630278.25
ILLINOIS	FRANKLIN COUNTY	59	41	1	17	533347.93
ILLINOIS	GREENE COUNTY	93	88	0	5	3384383.18
ILLINOIS	HENRY COUNTY	250	197	0	53	1826033.06
ILLINOIS	JACKSON COUNTY	125	103	0	22	1520727.07
ILLINOIS	JEFFERSON COUNTY	6	5	0	1	70624.78
ILLINOIS	LAWRENCE COUNTY	17	13	0	4	140429.82
ILLINOIS	LEE COUNTY	182	135	0	47	970150.24
ILLINOIS	MACON COUNTY	188	142	0	46	1351425.22
ILLINOIS	MADISON COUNTY	663	447	4	212	3830901.69
ILLINOIS	MARION COUNTY	12	8	0	4	147457.66
ILLINOIS	MARSHALL COUNTY	88	78	0	10	716428.23
ILLINOIS	MONROE COUNTY	690	631	0	59	23092145.55
ILLINOIS	MONTGOMERY COUNTY	5	3	0	2	94153.02
ILLINOIS	MORGAN COUNTY	314	259	0	55	1512027.79
ILLINOIS	ST. CLAIR COUNTY	1143	771	4	368	3847829.96
ILLINOIS	WASHINGTON COUNTY	3	3	0	0	30442.3
ILLINOIS	--------------------------------	2	2	0	0	15172.73
ILLINOIS	BOONE COUNTY	151	103	4	44	1264956.99
ILLINOIS	CARROLL COUNTY	59	44	0	15	838842.22
ILLINOIS	CLARK COUNTY	17	15	0	2	199482.2
ILLINOIS	CLAY COUNTY	3	2	0	1	21568.76
ILLINOIS	CRAWFORD COUNTY	33	31	0	2	571514.56
ILLINOIS	FULTON COUNTY	496	438	1	57	3449027.11
ILLINOIS	JOHNSON COUNTY	4	4	0	0	17408.97
ILLINOIS	LOGAN COUNTY	50	34	0	16	100002.71
ILLINOIS	PERRY COUNTY	8	7	0	1	30974.63
ILLINOIS	PIKE COUNTY	515	474	0	41	8243806.19
ILLINOIS	POPE COUNTY	3	2	0	1	962.37
ILLINOIS	PULASKI COUNTY	30	18	0	12	81066.18
ILLINOIS	RANDOLPH COUNTY	350	289	2	59	3417249.02
ILLINOIS	SALINE COUNTY	21	18	0	3	399165.97
ILLINOIS	SCOTT COUNTY	46	37	0	9	308833.05
ILLINOIS	UNION COUNTY	97	78	0	19	301279.83
ILLINOIS	WHITE COUNTY	72	60	0	12	1162354.57
ILLINOIS	LAKE COUNTY	1682	1168	4	510	14231859.6
ILLINOIS	ADAMS COUNTY	407	364	1	42	13752137.35
ILLINOIS	DOUGLAS COUNTY	228	177	0	51	1257900.42
ILLINOIS	HAMILTON COUNTY	1	0	0	1	0
ILLINOIS	PUTNAM COUNTY	85	70	0	15	1114553.54
ILLINOIS	COOK COUNTY	15100	11046	6	4048	144878279.73
ILLINOIS	EFFINGHAM COUNTY	1	0	0	1	0
ILLINOIS	FAYETTE COUNTY	1	1	0	0	3460.64
ILLINOIS	JASPER COUNTY	8	6	0	2	114650.53
ILLINOIS	WAYNE COUNTY	9	8	0	1	66456.96
ILLINOIS	ALEXANDER COUNTY	468	360	0	108	2833258.3
ILLINOIS	BOND COUNTY	1	1	0	0	2074.2
ILLINOIS	BROWN COUNTY	38	36	0	2	460129.88
ILLINOIS	BUREAU COUNTY	71	52	0	19	224113.6
ILLINOIS	CASS COUNTY	260	222	0	38	1326965.16
ILLINOIS	CHAMPAIGN COUNTY	233	192	1	40	1891953.45
ILLINOIS	CHRISTIAN COUNTY	15	14	0	1	256006.39
ILLINOIS	CLINTON	5	3	0	2	23332.75
ILLINOIS	CLINTON COUNTY	31	26	0	5	556600.82
ILLINOIS	COLES COUNTY	46	34	0	12	439225.54
ILLINOIS	CUMBERLAND COUNTY	5	3	0	2	17807.12
ILLINOIS	DE WITT COUNTY	57	47	0	10	358750.78
ILLINOIS	DU PAGE COUNTY	3180	2502	2	676	43568323.5
ILLINOIS	EDGAR COUNTY	2	1	0	1	5134.88
ILLINOIS	EDWARDS COUNTY	1	0	0	1	0
ILLINOIS	FORD COUNTY	1	1	0	0	6703.69
ILLINOIS	GALLATIN COUNTY	46	43	0	3	921875.58
ILLINOIS	GRUNDY COUNTY	339	279	1	59	5727433.82
ILLINOIS	HANCOCK COUNTY	250	215	0	35	4689585.56
ILLINOIS	HARDIN COUNTY	26	21	0	5	255340.92
ILLINOIS	HENDERSON COUNTY	474	418	2	54	12238355.21
ILLINOIS	IROQUOIS COUNTY	646	489	1	156	10052589.97
ILLINOIS	JERSEY COUNTY	2510	2263	6	241	22805357.11
ILLINOIS	JO DAVIESS COUNTY	330	289	0	41	3682322.8
ILLINOIS	KANE COUNTY	471	369	1	101	6168810.71
ILLINOIS	KANKAKEE COUNTY	645	523	2	120	6268973.22
ILLINOIS	KENDALL COUNTY	1039	864	0	175	8610043.43
ILLINOIS	KNOX COUNTY	23	16	0	7	194789.13
ILLINOIS	LA SALLE COUNTY	536	468	0	68	10700468.98
ILLINOIS	LIVINGSTON COUNTY	260	201	0	59	1902035.67
ILLINOIS	MACOUPIN COUNTY	14	13	0	1	86178.35
ILLINOIS	MASON COUNTY	534	421	0	113	3709782.38
ILLINOIS	MASSAC COUNTY	94	74	0	20	1711609.65
ILLINOIS	MCDONOUGH COUNTY	4	4	0	0	76101.68
ILLINOIS	MCHENRY COUNTY	722	535	0	187	4763562.1
ILLINOIS	MCLEAN COUNTY	146	120	0	26	1035487.95
ILLINOIS	MENARD COUNTY	33	28	0	5	149264.76
ILLINOIS	MERCER COUNTY	48	43	0	5	1001054.6
ILLINOIS	MOULTRIE COUNTY	9	5	0	4	31730.29
ILLINOIS	OGLE COUNTY	273	230	0	43	2839850.96
ILLINOIS	PEORIA COUNTY	2713	2409	1	303	24006702.85
ILLINOIS	PIATT COUNTY	18	13	0	5	330743.31
ILLINOIS	ROCK ISLAND COUNTY	1938	1573	2	363	16306308.75
ILLINOIS	SANGAMON COUNTY	241	208	0	33	3272213.53
ILLINOIS	SCHUYLER COUNTY	130	109	0	21	360237.35
ILLINOIS	STARK COUNTY	1	0	0	1	0
ILLINOIS	STEPHENSON COUNTY	100	71	0	29	728868.56
ILLINOIS	TAZEWELL COUNTY	360	309	0	51	2251773.5
ILLINOIS	VERMILION COUNTY	85	70	1	14	1656274.01
ILLINOIS	WABASH COUNTY	10	9	0	1	30378.29
ILLINOIS	WARREN COUNTY	12	5	0	7	62195.16
ILLINOIS	WHITESIDE COUNTY	253	201	0	52	1776626.23
ILLINOIS	WILL COUNTY	1278	1080	0	198	13424379.07
ILLINOIS	WILLIAMSON COUNTY	219	182	2	35	1920791.81
ILLINOIS	WINNEBAGO COUNTY	1394	1127	7	260	20087046.18
ILLINOIS	WOODFORD COUNTY	438	387	0	51	3878875.07
INDIANA	DE KALB COUNTY	68	55	0	13	1607557.94
INDIANA	FRANKLIN COUNTY	34	26	0	8	553900.57
INDIANA	GREENE COUNTY	6	4	0	2	106897.97
INDIANA	HENRY COUNTY	17	12	1	4	88055.01
INDIANA	JACKSON COUNTY	90	65	1	24	971869.11
INDIANA	JEFFERSON COUNTY	175	150	1	24	2375428.55
INDIANA	LAWRENCE COUNTY	43	41	0	2	869933.84
INDIANA	MADISON COUNTY	248	202	1	45	2877997.03
INDIANA	MARION COUNTY	2083	1542	3	538	16342615.46
INDIANA	MARSHALL COUNTY	167	144	0	23	812437.56
INDIANA	MONROE COUNTY	70	51	0	19	887339
INDIANA	MONTGOMERY COUNTY	21	18	0	3	361209.69
INDIANA	MORGAN COUNTY	208	183	1	24	8359270.83
INDIANA	SHELBY COUNTY	209	168	0	41	2492691.14
INDIANA	WASHINGTON COUNTY	51	40	5	6	2129338.03
INDIANA	BOONE COUNTY	103	64	0	39	672442.91
INDIANA	CARROLL COUNTY	448	399	2	47	13581538.69
INDIANA	CLARK COUNTY	680	583	0	97	8531880.45
INDIANA	CLAY COUNTY	19	16	0	3	466780.88
INDIANA	CRAWFORD COUNTY	140	129	0	11	1864002.1
INDIANA	FULTON COUNTY	216	195	0	21	2286720.22
INDIANA	GRANT COUNTY	144	113	1	30	1771541.73
INDIANA	HOWARD COUNTY	480	404	3	73	9056416.06
INDIANA	JOHNSON COUNTY	362	309	0	53	10660516.44
INDIANA	NEWTON COUNTY	34	24	0	10	286750.77
INDIANA	PERRY COUNTY	32	28	0	4	126403.02
INDIANA	PIKE COUNTY	1	1	0	0	44000
INDIANA	PULASKI COUNTY	160	132	1	27	2246809.17
INDIANA	RANDOLPH COUNTY	17	12	0	5	44136.79
INDIANA	SCOTT COUNTY	7	6	0	1	41459.6
INDIANA	UNION COUNTY	3	3	0	0	50519.63
INDIANA	WHITE COUNTY	186	146	2	38	4093724.85
INDIANA	LAKE COUNTY	2873	2191	0	682	48035397.41
INDIANA	ORANGE COUNTY	121	96	1	24	1373810.51
INDIANA	ADAMS COUNTY	113	100	0	13	1354843.15
INDIANA	HAMILTON COUNTY	374	272	1	101	3559024.31
INDIANA	MARTIN COUNTY	10	8	0	2	132304.85
INDIANA	PUTNAM COUNTY	20	16	0	4	489248.96
INDIANA	DECATUR COUNTY	25	21	0	4	561727.39
INDIANA	FAYETTE COUNTY	11	10	0	1	71326.06
INDIANA	FLOYD COUNTY	194	147	0	47	2729357.83
INDIANA	JASPER COUNTY	95	82	0	13	936868.5
INDIANA	WAYNE COUNTY	65	49	3	13	363307.65
INDIANA	BROWN COUNTY	153	130	0	23	3652327.38
INDIANA	CASS COUNTY	57	40	0	17	952359.18
INDIANA	CLINTON COUNTY	26	21	0	5	371586.4
INDIANA	HANCOCK COUNTY	100	77	0	23	1178869.14
INDIANA	KNOX COUNTY	74	59	2	13	855720.21
INDIANA	WABASH COUNTY	44	30	0	14	391758.18
INDIANA	WARREN COUNTY	2	1	0	1	1983.17
INDIANA	ALLEN COUNTY	1629	1307	4	318	15488350.78
INDIANA	BARTHOLOMEW COUNTY	509	444	0	65	14644337.37
INDIANA	BLACKFORD COUNTY	5	2	0	3	10661.97
INDIANA	DAVIESS COUNTY	5	3	0	2	78981.62
INDIANA	DEARBORN COUNTY	86	71	0	15	1347238.39
INDIANA	DELAWARE COUNTY	232	182	1	49	2603370.18
INDIANA	DUBOIS COUNTY	11	5	3	3	39598.74
INDIANA	ELKHART COUNTY	235	176	0	59	1057359.55
INDIANA	FOUNTAIN COUNTY	11	10	0	1	129603.59
INDIANA	GIBSON COUNTY	48	39	0	9	497667.39
INDIANA	HARRISON COUNTY	128	116	0	12	1789661.22
INDIANA	HENDRICKS COUNTY	68	48	0	20	670106.92
INDIANA	HUNTINGTON COUNTY	114	85	0	29	1107022.37
INDIANA	JAY COUNTY	40	30	0	10	519063.4
INDIANA	JENNINGS COUNTY	7	6	0	1	64612.09
INDIANA	KOSCIUSKO COUNTY	399	326	0	73	4215126.06
INDIANA	LA PORTE COUNTY	124	63	0	61	651603.79
INDIANA	LAGRANGE COUNTY	22	18	0	4	138291.1
INDIANA	MIAMI COUNTY	30	19	1	10	183974.65
INDIANA	NOBLE COUNTY	242	170	25	47	1908815.58
INDIANA	OHIO COUNTY	12	7	0	5	37671.26
INDIANA	OWEN COUNTY	131	114	2	15	3139341.92
INDIANA	PARKE COUNTY	14	12	0	2	175165.25
INDIANA	PORTER COUNTY	174	126	0	48	2069363.63
INDIANA	POSEY COUNTY	137	117	2	18	2077846.04
INDIANA	RIPLEY COUNTY	6	6	0	0	63816.95
INDIANA	RUSH COUNTY	17	14	0	3	87376.3
INDIANA	SPENCER COUNTY	42	37	0	5	215054.64
INDIANA	ST. JOSEPH COUNTY	158	107	0	51	901236.13
INDIANA	STARKE COUNTY	10	7	0	3	100027
INDIANA	STEUBEN COUNTY	62	42	0	20	228309.13
INDIANA	SULLIVAN COUNTY	1	1	0	0	42214.64
INDIANA	SWITZERLAND COUNTY	103	88	1	14	1052343.73
INDIANA	TIPPECANOE COUNTY	213	186	0	27	3283038.55
INDIANA	TIPTON COUNTY	93	81	0	12	1588271.94
INDIANA	VANDERBURGH COUNTY	764	618	0	146	6215907.51
INDIANA	VERMILLION COUNTY	68	53	0	15	407328.66
INDIANA	VIGO COUNTY	643	590	0	53	17021562.48
INDIANA	WARRICK COUNTY	68	53	0	15	563576.8
INDIANA	WELLS COUNTY	35	27	0	8	564981.46
INDIANA	WHITLEY COUNTY	23	17	0	6	102197.47
IOWA	BUTLER COUNTY	311	276	0	35	7345635.78
IOWA	CHEROKEE COUNTY	113	100	0	13	850385.86
IOWA	DALLAS COUNTY	479	379	0	100	6188340.81
IOWA	FRANKLIN COUNTY	5	4	0	1	58421.29
IOWA	GREENE COUNTY	4	2	0	2	6004.64
IOWA	HENRY COUNTY	1	0	0	1	0
IOWA	JACKSON COUNTY	35	27	0	8	325109.05
IOWA	LEE COUNTY	114	103	0	11	3487558.93
IOWA	MADISON COUNTY	7	5	0	2	98908.96
IOWA	MARION COUNTY	21	18	0	3	355661.67
IOWA	MARSHALL COUNTY	28	19	0	9	171536.13
IOWA	MONROE COUNTY	1	1	0	0	355
IOWA	MONTGOMERY COUNTY	81	61	0	20	236495.24
IOWA	SHELBY COUNTY	15	15	0	0	257923.9
IOWA	WASHINGTON COUNTY	14	12	0	2	188128.54
IOWA	BENTON COUNTY	102	87	0	15	2034172.79
IOWA	BOONE COUNTY	12	10	0	2	391255.43
IOWA	CARROLL COUNTY	13	10	0	3	360245.71
IOWA	CLAY COUNTY	15	8	0	7	28031.01
IOWA	CRAWFORD COUNTY	91	80	0	11	2295148.39
IOWA	HOWARD COUNTY	4	3	0	1	19640.66
IOWA	JOHNSON COUNTY	441	373	0	68	32004816.65
IOWA	POLK COUNTY	904	729	0	175	20338602.21
IOWA	SCOTT COUNTY	2008	1651	2	355	26210250.56
IOWA	UNION COUNTY	12	9	0	3	126541.64
IOWA	VAN BUREN COUNTY	51	41	0	10	537195.87
IOWA	HUMBOLDT COUNTY	39	30	0	9	232286.72
IOWA	ADAMS COUNTY	4	4	0	0	212516.66
IOWA	FREMONT COUNTY	117	75	0	42	2608916.63
IOWA	HAMILTON COUNTY	28	19	0	9	189454.96
IOWA	TAYLOR COUNTY	6	5	0	1	27870.86
IOWA	CLAYTON COUNTY	192	154	0	38	2897731.33
IOWA	DECATUR COUNTY	7	7	0	0	24323.33
IOWA	FAYETTE COUNTY	83	72	1	10	607395.89
IOWA	FLOYD COUNTY	250	171	1	78	4080264.18
IOWA	JASPER COUNTY	33	29	0	4	901489.96
IOWA	JONES COUNTY	118	101	0	17	4059266.61
IOWA	MITCHELL COUNTY	19	17	0	2	284324.06
IOWA	WORTH COUNTY	3	1	0	2	2959.38
IOWA	CASS COUNTY	57	48	0	9	334350.14
IOWA	CLINTON COUNTY	138	104	0	34	931118.56
IOWA	GRUNDY COUNTY	12	10	0	2	31395.02
IOWA	HANCOCK COUNTY	5	5	0	0	8973.16
IOWA	HARDIN COUNTY	8	3	0	5	1613.51
IOWA	WARREN COUNTY	15	9	0	6	208181.35
IOWA	WINNEBAGO COUNTY	1	0	0	1	0
IOWA	DELAWARE COUNTY	227	172	1	54	4436841.85
IOWA	HARRISON COUNTY	169	133	0	36	2536308.85
IOWA	ALLAMAKEE COUNTY	13	9	0	4	80822.94
IOWA	APPANOOSE COUNTY	8	7	0	1	103431.98
IOWA	AUDUBON COUNTY	14	10	0	4	126927.46
IOWA	BLACK HAWK COUNTY	1436	1202	4	230	26822061.54
IOWA	BREMER COUNTY	602	530	0	72	13942430.63
IOWA	BUCHANAN COUNTY	371	325	0	46	3355868.75
IOWA	CEDAR COUNTY	32	19	0	13	801485.07
IOWA	CERRO GORDO COUNTY	200	150	0	50	3337848.5
IOWA	CHICKASAW COUNTY	29	21	0	8	310922.86
IOWA	DES MOINES COUNTY	246	219	0	27	7484520.68
IOWA	DICKINSON COUNTY	1	0	0	1	0
IOWA	DUBUQUE COUNTY	91	75	0	16	1241927.54
IOWA	EMMET COUNTY	14	9	0	5	19778.22
IOWA	GUTHRIE COUNTY	8	6	0	2	40935.74
IOWA	IDA COUNTY	6	6	0	0	29008.35
IOWA	IOWA COUNTY	34	26	0	8	249079.88
IOWA	KEOKUK COUNTY	2	2	0	0	16717.75
IOWA	KOSSUTH COUNTY	1	1	0	0	1103.5
IOWA	LINN COUNTY	1337	1107	2	228	69426153.29
IOWA	LOUISA COUNTY	119	106	0	13	4257492.41
IOWA	LUCAS COUNTY	4	4	0	0	18639.66
IOWA	LYON COUNTY	63	52	0	11	1255032.47
IOWA	MAHASKA COUNTY	13	10	0	3	149930.14
IOWA	MILLS COUNTY	97	71	0	26	869480.96
IOWA	MONONA COUNTY	18	10	0	8	401288.81
IOWA	MUSCATINE COUNTY	322	263	1	58	5194153.78
IOWA	O'BRIEN COUNTY	1	1	0	0	1098.82
IOWA	PAGE COUNTY	1	1	0	0	5682.3
IOWA	PALO ALTO COUNTY	2	1	0	1	7833.67
IOWA	PLYMOUTH COUNTY	19	14	0	5	263671.54
IOWA	POTTAWATTAMIE COUNTY	775	465	0	310	8472171.54
IOWA	SAC COUNTY	2	0	0	2	0
IOWA	SIOUX COUNTY	11	5	0	6	57321.01
IOWA	STORY COUNTY	276	236	0	40	12948723.94
IOWA	TAMA COUNTY	143	122	0	21	1437083.14
IOWA	WAPELLO COUNTY	105	94	0	11	2325103.65
IOWA	WEBSTER COUNTY	92	83	0	9	2753232.15
IOWA	WINNESHIEK COUNTY	24	21	0	3	353090.51
IOWA	WOODBURY COUNTY	247	165	0	82	1009348.63
IOWA	WRIGHT COUNTY	1	0	0	1	0
KANSAS	BUTLER COUNTY	461	387	1	73	10361240.2
KANSAS	CHEROKEE COUNTY	85	77	0	8	1523558.42
KANSAS	FRANKLIN COUNTY	15	11	0	4	186677.42
KANSAS	JACKSON COUNTY	5	3	0	2	119608.83
KANSAS	JEFFERSON COUNTY	48	43	0	5	600151.53
KANSAS	MARION COUNTY	9	7	0	2	44969.05
KANSAS	MARSHALL COUNTY	25	16	0	9	101685.32
KANSAS	MONTGOMERY COUNTY	288	241	0	47	5373401.11
KANSAS	WASHINGTON COUNTY	1	0	0	1	0
KANSAS	CLAY COUNTY	2	0	0	2	0
KANSAS	CRAWFORD COUNTY	140	104	0	36	1680239.52
KANSAS	JOHNSON COUNTY	1034	805	2	227	9464749.67
KANSAS	LINCOLN COUNTY	1	1	0	0	1275.89
KANSAS	PHILLIPS COUNTY	1	1	0	0	13633.34
KANSAS	SALINE COUNTY	227	151	0	76	4473148.94
KANSAS	SCOTT COUNTY	1	1	0	0	31887.48
KANSAS	DOUGLAS COUNTY	118	89	0	29	788269.32
KANSAS	HAMILTON COUNTY	1	1	0	0	700
KANSAS	MITCHELL COUNTY	13	11	0	2	96041.07
KANSAS	THOMAS COUNTY	3	0	0	3	0
KANSAS	BROWN COUNTY	1	0	0	1	0
KANSAS	EDWARDS COUNTY	7	1	2	4	1108.04
KANSAS	FORD COUNTY	54	26	0	28	123607.94
KANSAS	ALLEN COUNTY	84	76	0	8	2716750.41
KANSAS	MIAMI COUNTY	16	15	0	1	614411.01
KANSAS	RUSH COUNTY	5	1	1	3	8434
KANSAS	DICKINSON COUNTY	81	48	0	33	176722.36
KANSAS	LYON COUNTY	61	46	0	15	876190.42
KANSAS	ANDERSON COUNTY	4	4	0	0	220553.84
KANSAS	ATCHISON COUNTY	2	1	0	1	15391.41
KANSAS	BARBER COUNTY	3	1	0	2	1219.16
KANSAS	BARTON COUNTY	527	451	0	76	2469200.15
KANSAS	BOURBON COUNTY	63	54	0	9	2438760.21
KANSAS	CHASE COUNTY	29	22	0	7	254842.81
KANSAS	CHAUTAUQUA COUNTY	1	0	0	1	0
KANSAS	CLARK	2	2	0	0	1712.38
KANSAS	COFFEY COUNTY	4	1	0	3	2624.77
KANSAS	COWLEY COUNTY	134	97	0	37	1544148.75
KANSAS	DONIPHAN COUNTY	79	67	0	12	708760.49
KANSAS	ELK COUNTY	1	1	0	0	25000
KANSAS	ELLIS COUNTY	90	51	1	38	294033.73
KANSAS	ELLSWORTH COUNTY	8	6	0	2	54533.88
KANSAS	FINNEY COUNTY	9	7	0	2	21167.79
KANSAS	GEARY COUNTY	34	25	0	9	275675.49
KANSAS	GREENWOOD COUNTY	7	3	0	4	5930.66
KANSAS	HARPER COUNTY	1	0	0	1	0
KANSAS	HARVEY	2	1	0	1	35293.58
KANSAS	HARVEY COUNTY	394	303	0	91	3084245.73
KANSAS	HODGEMAN COUNTY	1	1	0	0	2493.35
KANSAS	JEWELL COUNTY	1	1	0	0	11855.83
KANSAS	KEARNY COUNTY	1	0	0	1	0
KANSAS	KINGMAN COUNTY	6	4	0	2	936911.03
KANSAS	LABETTE COUNTY	85	70	0	15	1006952.1
KANSAS	LEAVENWORTH COUNTY	231	185	0	46	2762649.69
KANSAS	MCPHERSON COUNTY	26	21	0	5	78433.03
KANSAS	NEMAHA COUNTY	1	1	0	0	5264.05
KANSAS	NEOSHO COUNTY	78	58	0	20	1205047.77
KANSAS	NESS COUNTY	2	0	0	2	0
KANSAS	OSAGE COUNTY	11	9	0	2	134577.18
KANSAS	OSBORNE COUNTY	7	6	0	1	167600
KANSAS	OTTAWA COUNTY	41	24	0	17	140504.5
KANSAS	PAWNEE COUNTY	4	2	0	2	4144.1
KANSAS	POTTAWATOMIE COUNTY	302	226	0	76	3902481.1
KANSAS	PRATT COUNTY	12	5	0	7	2009.02
KANSAS	RENO COUNTY	79	50	0	29	544769.27
KANSAS	REPUBLIC COUNTY	6	6	0	0	121499.71
KANSAS	RICE COUNTY	15	8	0	7	233593.69
KANSAS	RILEY COUNTY	99	74	0	25	1024667.8
KANSAS	SEDGWICK COUNTY	906	603	3	300	12165751.32
KANSAS	SEWARD COUNTY	36	19	0	17	33394.62
KANSAS	SHAWNEE COUNTY	309	240	0	69	3434955.04
KANSAS	STANTON COUNTY	1	1	0	0	1218.55
