"","state","county","policies","insurance","premium"
"740","INDIANA","MIAMI COUNTY",88,16622500,61791
"741","INDIANA","NOBLE COUNTY",266,40735200,204678
"742","INDIANA","OHIO COUNTY",56,9261300,41347
"743","INDIANA","OWEN COUNTY",84,11794400,71875
"744","INDIANA","PARKE COUNTY",31,2901400,24597
"745","INDIANA","PORTER COUNTY",175,42244800,137966
"746","INDIANA","POSEY COUNTY",165,31415600,141780
"747","INDIANA","RIPLEY COUNTY",18,2819400,17257
"748","INDIANA","RUSH COUNTY",52,7364600,40244
"749","INDIANA","SPENCER COUNTY",117,14269500,110200
"750","INDIANA","ST. JOSEPH COUNTY",323,78734600,296029
"751","INDIANA","STARKE COUNTY",70,8620500,49070
"752","INDIANA","STEUBEN COUNTY",172,26444800,145162
"753","INDIANA","SULLIVAN COUNTY",13,485500,5744
"754","INDIANA","SWITZERLAND COUNTY",67,7102300,55109
"755","INDIANA","TIPPECANOE COUNTY",263,56288000,207826
"756","INDIANA","TIPTON COUNTY",185,35883900,128300
"757","INDIANA","VANDERBURGH COUNTY",966,252612100,891927
"758","INDIANA","VERMILLION COUNTY",62,5827100,40073
"759","INDIANA","VIGO COUNTY",975,176179000,875118
"760","INDIANA","WARRICK COUNTY",203,47785500,136029
"761","INDIANA","WELLS COUNTY",63,16196400,41127
"762","INDIANA","WHITLEY COUNTY",90,17589600,67269
"763","IOWA","BUTLER COUNTY",264,32062000,234640
"764","IOWA","CALHOUN COUNTY",3,73500,536
"765","IOWA","CHEROKEE COUNTY",48,3257400,41104
"766","IOWA","CLARKE COUNTY",1,45000,518
"767","IOWA","CLAY COUNTY",78,9167000,83022
"768","IOWA","DALLAS COUNTY",374,106302800,504174
"769","IOWA","FAYETTE COUNTY",48,7161300,33857
"770","IOWA","FRANKLIN COUNTY",30,4124700,21995
"771","IOWA","GREENE COUNTY",4,1775000,6402
"772","IOWA","JACKSON COUNTY",61,10802100,64373
"773","IOWA","JEFFERSON COUNTY",4,1527500,2213
"774","IOWA","LEE COUNTY",131,29920600,164184
"775","IOWA","MADISON COUNTY",7,1769000,4882
"776","IOWA","MARION COUNTY",26,4693900,34211
"777","IOWA","MARSHALL COUNTY",50,11049900,40304
"778","IOWA","MONROE COUNTY",1,25000,1115
"779","IOWA","MONTGOMERY COUNTY",186,11423000,124229
"780","IOWA","SHELBY COUNTY",28,6067100,32648
"781","IOWA","WASHINGTON COUNTY",157,28194600,112858
"782","IOWA","BENTON COUNTY",133,21021200,110793
"783","IOWA","BOONE COUNTY",127,22658000,94155
"784","IOWA","CARROLL COUNTY",28,5255900,59632
"785","IOWA","CRAWFORD COUNTY",27,5419200,47395
"786","IOWA","HOWARD COUNTY",23,2087100,14273
"787","IOWA","JOHNSON COUNTY",804,222708000,1153319
"788","IOWA","POLK COUNTY",829,222715700,910374
"789","IOWA","SCOTT COUNTY",1160,206012000,1609336
"790","IOWA","UNION COUNTY",12,1225600,8896
"791","IOWA","VAN BUREN COUNTY",105,13975500,82213
"792","IOWA","HUMBOLDT COUNTY",53,6242600,49580
"793","IOWA","ADAMS COUNTY",6,361100,5677
"794","IOWA","FREMONT COUNTY",134,18822300,145190
"795","IOWA","HAMILTON COUNTY",16,2749600,10914
"796","IOWA","OSCEOLA COUNTY",1,1e+06,2675
"797","IOWA","TAYLOR COUNTY",2,53000,1556
"798","IOWA","CLAYTON COUNTY",170,28846500,149769
"799","IOWA","DECATUR COUNTY",3,282500,2642
"800","IOWA","FLOYD COUNTY",169,19129700,155795
"801","IOWA","HANCOCK COUNTY",13,2870300,18399
"802","IOWA","JASPER COUNTY",43,9984500,46064
"803","IOWA","JONES COUNTY",119,25583300,95432
"804","IOWA","MITCHELL COUNTY",31,5121400,13257
"805","IOWA","WARREN COUNTY",26,5997100,9913
"806","IOWA","WAYNE COUNTY",1,19000,1366
"807","IOWA","WORTH COUNTY",8,2371200,5651
"808","IOWA","CASS COUNTY",54,8068900,43159
"809","IOWA","CLINTON COUNTY",218,37894100,210722
"810","IOWA","GRUNDY COUNTY",9,961700,8521
"811","IOWA","HARDIN COUNTY",24,3448500,16780
"812","IOWA","WINNEBAGO COUNTY",1,140000,316
"813","IOWA","DELAWARE COUNTY",231,28736000,214957
"814","IOWA","HARRISON COUNTY",210,31158700,230767
"815","IOWA","ALLAMAKEE COUNTY",50,8958300,44038
"816","IOWA","APPANOOSE COUNTY",3,422000,2553
"817","IOWA","AUDUBON COUNTY",6,587000,6202
"818","IOWA","BLACK HAWK COUNTY",845,167084800,892722
"819","IOWA","BREMER COUNTY",338,48645200,330927
"820","IOWA","BUCHANAN COUNTY",214,26752100,169321
"821","IOWA","BUENA VISTA COUNTY",1,45000,544
"822","IOWA","CEDAR COUNTY",79,12840700,64667
"823","IOWA","CERRO GORDO COUNTY",98,24665700,65442
"824","IOWA","CHICKASAW COUNTY",60,8647200,42399
"825","IOWA","DES MOINES COUNTY",275,55969200,188461
"826","IOWA","DICKINSON COUNTY",29,6492100,20981
"827","IOWA","DUBUQUE COUNTY",108,21690200,72095
"828","IOWA","EMMET COUNTY",9,955600,10189
"829","IOWA","GUTHRIE COUNTY",35,7946200,32704
"830","IOWA","IDA COUNTY",21,2064700,17330
"831","IOWA","IOWA COUNTY",106,22244900,76097
"832","IOWA","KEOKUK COUNTY",3,395000,1639
"833","IOWA","KOSSUTH COUNTY",18,5061500,31558
"834","IOWA","LINN COUNTY",2094,501700700,1548720
"835","IOWA","LOUISA COUNTY",173,34420200,118390
"836","IOWA","LUCAS COUNTY",2,4e+05,1886
"837","IOWA","LYON COUNTY",29,2528900,21175
"838","IOWA","MAHASKA COUNTY",30,6930300,28182
"839","IOWA","MILLS COUNTY",90,21637800,77268
"840","IOWA","MONONA COUNTY",46,7530500,40955
"841","IOWA","MUSCATINE COUNTY",229,42862800,198705
"842","IOWA","O'BRIEN COUNTY",3,609000,2586
"843","IOWA","PAGE COUNTY",4,485000,1597
"844","IOWA","PALO ALTO COUNTY",10,1549000,5664
"845","IOWA","PLYMOUTH COUNTY",33,4838400,34069
"846","IOWA","POCAHONTAS COUNTY",4,877000,4081
"847","IOWA","POTTAWATTAMIE COUNTY",1011,189826800,911006
"848","IOWA","POWESHIEK COUNTY",6,1336000,3701
"849","IOWA","RINGGOLD COUNTY",1,350000,415
"850","IOWA","SAC COUNTY",9,1011800,9695
"851","IOWA","SIOUX COUNTY",25,5000400,26289
"852","IOWA","STORY COUNTY",228,68918900,276895
"853","IOWA","TAMA COUNTY",53,5324900,68810
"854","IOWA","WAPELLO COUNTY",67,15903600,65442
"855","IOWA","WEBSTER COUNTY",53,8916300,37572
"856","IOWA","WINNESHIEK COUNTY",71,17450500,57556
"857","IOWA","WOODBURY COUNTY",352,67917700,378611
"858","IOWA","WRIGHT COUNTY",25,5096300,39812
"859","KANSAS","BUTLER COUNTY",277,60247500,243918
"860","KANSAS","CHEROKEE COUNTY",88,10746300,64092
"861","KANSAS","CLAY COUNTY",29,2458100,10493
"862","KANSAS","FRANKLIN COUNTY",53,14284000,63293
"863","KANSAS","JACKSON COUNTY",12,2536400,7559
"864","KANSAS","JEFFERSON COUNTY",74,13512900,63905
"865","KANSAS","MARION COUNTY",35,3378900,34324
"866","KANSAS","MARSHALL COUNTY",2,142000,1895
"867","KANSAS","MONTGOMERY COUNTY",165,26869000,180183
"868","KANSAS","RUSSELL COUNTY",2,183600,1519
"869","KANSAS","WASHINGTON COUNTY",9,719000,5423
"870","KANSAS","CRAWFORD COUNTY",129,20144600,98321
"871","KANSAS","JOHNSON COUNTY",877,231479000,846668
"872","KANSAS","LINCOLN COUNTY",1,35000,411
"873","KANSAS","SALINE COUNTY",344,57948100,406793
"874","KANSAS","SCOTT COUNTY",3,805000,1135
"875","KANSAS","DOUGLAS COUNTY",430,93601800,282451
"876","KANSAS","SEDGWICK COUNTY",1760,376082800,1122964
"877","KANSAS","HAMILTON COUNTY",16,3104800,16732
"878","KANSAS","MITCHELL COUNTY",26,2313100,24369
"879","KANSAS","THOMAS COUNTY",5,675500,5197
"880","KANSAS","BROWN COUNTY",16,380100,7867
"881","KANSAS","EDWARDS COUNTY",98,7395800,66529
"882","KANSAS","FORD COUNTY",95,12023400,119948
"883","KANSAS","ALLEN COUNTY",102,13737700,111598
"884","KANSAS","MIAMI COUNTY",86,14712600,56003
"885","KANSAS","RUSH COUNTY",9,430700,7248
"886","KANSAS","DICKINSON COUNTY",130,13885500,126490
"887","KANSAS","LINN COUNTY",21,3936000,27081
"888","KANSAS","LYON COUNTY",82,12129500,93537
"889","KANSAS","ANDERSON COUNTY",5,465000,4440
"890","KANSAS","ATCHISON COUNTY",15,3586400,18045
"891","KANSAS","BARBER COUNTY",10,2019700,4632
"892","KANSAS","BARTON COUNTY",171,15759800,126341
"893","KANSAS","BOURBON COUNTY",37,7548400,42525
"894","KANSAS","CHASE COUNTY",25,2318700,23478
"895","KANSAS","CHAUTAUQUA COUNTY",2,64000,786
"896","KANSAS","CHEYENNE COUNTY",4,136200,1619
"897","KANSAS","CLARK",24,2173100,6889
"898","KANSAS","CLOUD COUNTY",78,8575100,49278
"899","KANSAS","COFFEY COUNTY",22,1919600,17269
"900","KANSAS","COWLEY COUNTY",92,15749000,94718
"901","KANSAS","DONIPHAN COUNTY",169,35890700,126138
"902","KANSAS","ELK COUNTY",4,115700,1937
"903","KANSAS","ELLIS COUNTY",260,27830900,284256
"904","KANSAS","ELLSWORTH COUNTY",30,1967600,19307
"905","KANSAS","FINNEY COUNTY",45,8481000,32864
"906","KANSAS","GEARY COUNTY",60,14751300,67909
"907","KANSAS","GRAY COUNTY",4,506000,4120
"908","KANSAS","GREENWOOD COUNTY",8,938900,4760
"909","KANSAS","HARPER COUNTY",13,762200,9258
"910","KANSAS","HARVEY",14,3232900,8545
"911","KANSAS","HARVEY COUNTY",236,39076900,161803
"912","KANSAS","HODGEMAN COUNTY",1,25000,356
"913","KANSAS","JEWELL COUNTY",2,67000,543
"914","KANSAS","KEARNY COUNTY",15,2572900,25201
"915","KANSAS","KINGMAN COUNTY",57,7816500,102064
"916","KANSAS","KIOWA COUNTY",4,166100,3328
"917","KANSAS","LABETTE COUNTY",136,16644300,117183
"918","KANSAS","LANE COUNTY",2,2e+05,3986
"919","KANSAS","LEAVENWORTH COUNTY",227,51729300,181589
"920","KANSAS","MCPHERSON COUNTY",149,24224100,142311
"921","KANSAS","MORRIS COUNTY",2,63500,967
"922","KANSAS","NEMAHA COUNTY",5,795200,6401
