"","state","county","policies","insurance","premium","total_loss","closed_loss","open_loss","cwop_loss","total_pay"
"768","indiana","whitley",90,17589600,67269,23,17,0,6,102197.47
"769","iowa","butler",264,32062000,234640,311,276,0,35,7345635.78
"770","iowa","calhoun",3,73500,536,NA,NA,NA,NA,NA
"771","iowa","cherokee",48,3257400,41104,113,100,0,13,850385.86
"772","iowa","clarke",1,45000,518,NA,NA,NA,NA,NA
"773","iowa","clay",78,9167000,83022,15,8,0,7,28031.01
"774","iowa","dallas",374,106302800,504174,479,379,0,100,6188340.81
"775","iowa","fayette",48,7161300,33857,83,72,1,10,607395.89
"776","iowa","franklin",30,4124700,21995,5,4,0,1,58421.29
"777","iowa","greene",4,1775000,6402,4,2,0,2,6004.64
"778","iowa","henry",NA,NA,NA,1,0,0,1,0
"779","iowa","jackson",61,10802100,64373,35,27,0,8,325109.05
"780","iowa","jefferson",4,1527500,2213,NA,NA,NA,NA,NA
"781","iowa","lee",131,29920600,164184,114,103,0,11,3487558.93
"782","iowa","madison",7,1769000,4882,7,5,0,2,98908.96
"783","iowa","marion",26,4693900,34211,21,18,0,3,355661.67
"784","iowa","marshall",50,11049900,40304,28,19,0,9,171536.13
"785","iowa","monroe",1,25000,1115,1,1,0,0,355
"786","iowa","montgomery",186,11423000,124229,81,61,0,20,236495.24
"787","iowa","shelby",28,6067100,32648,15,15,0,0,257923.9
"788","iowa","washington",157,28194600,112858,14,12,0,2,188128.54
"789","iowa","benton",133,21021200,110793,102,87,0,15,2034172.79
"790","iowa","boone",127,22658000,94155,12,10,0,2,391255.43
"791","iowa","carroll",28,5255900,59632,13,10,0,3,360245.71
"792","iowa","crawford",27,5419200,47395,91,80,0,11,2295148.39
"793","iowa","howard",23,2087100,14273,4,3,0,1,19640.66
"794","iowa","johnson",804,222708000,1153319,441,373,0,68,32004816.65
"795","iowa","polk",829,222715700,910374,904,729,0,175,20338602.21
"796","iowa","scott",1160,206012000,1609336,2008,1651,2,355,26210250.56
"797","iowa","union",12,1225600,8896,12,9,0,3,126541.64
"798","iowa","van buren",105,13975500,82213,51,41,0,10,537195.87
"799","iowa","humboldt",53,6242600,49580,39,30,0,9,232286.72
"800","iowa","adams",6,361100,5677,4,4,0,0,212516.66
"801","iowa","fremont",134,18822300,145190,117,75,0,42,2608916.63
"802","iowa","hamilton",16,2749600,10914,28,19,0,9,189454.96
"803","iowa","osceola",1,1e+06,2675,NA,NA,NA,NA,NA
"804","iowa","taylor",2,53000,1556,6,5,0,1,27870.86
"805","iowa","clayton",170,28846500,149769,192,154,0,38,2897731.33
"806","iowa","decatur",3,282500,2642,7,7,0,0,24323.33
"807","iowa","floyd",169,19129700,155795,250,171,1,78,4080264.18
"808","iowa","hancock",13,2870300,18399,5,5,0,0,8973.16
"809","iowa","jasper",43,9984500,46064,33,29,0,4,901489.96
"810","iowa","jones",119,25583300,95432,118,101,0,17,4059266.61
"811","iowa","mitchell",31,5121400,13257,19,17,0,2,284324.06
"812","iowa","warren",26,5997100,9913,15,9,0,6,208181.35
"813","iowa","wayne",1,19000,1366,NA,NA,NA,NA,NA
"814","iowa","worth",8,2371200,5651,3,1,0,2,2959.38
"815","iowa","cass",54,8068900,43159,57,48,0,9,334350.14
"816","iowa","clinton",218,37894100,210722,138,104,0,34,931118.56
"817","iowa","grundy",9,961700,8521,12,10,0,2,31395.02
"818","iowa","hardin",24,3448500,16780,8,3,0,5,1613.51
"819","iowa","winnebago",1,140000,316,1,0,0,1,0
"820","iowa","delaware",231,28736000,214957,227,172,1,54,4436841.85
"821","iowa","harrison",210,31158700,230767,169,133,0,36,2536308.85
"822","iowa","allamakee",50,8958300,44038,13,9,0,4,80822.94
"823","iowa","appanoose",3,422000,2553,8,7,0,1,103431.98
"824","iowa","audubon",6,587000,6202,14,10,0,4,126927.46
"825","iowa","black hawk",845,167084800,892722,1436,1202,4,230,26822061.54
"826","iowa","bremer",338,48645200,330927,602,530,0,72,13942430.63
"827","iowa","buchanan",214,26752100,169321,371,325,0,46,3355868.75
"828","iowa","buena vista",1,45000,544,NA,NA,NA,NA,NA
"829","iowa","cedar",79,12840700,64667,32,19,0,13,801485.07
"830","iowa","cerro gordo",98,24665700,65442,200,150,0,50,3337848.5
"831","iowa","chickasaw",60,8647200,42399,29,21,0,8,310922.86
"832","iowa","des moines",275,55969200,188461,246,219,0,27,7484520.68
"833","iowa","dickinson",29,6492100,20981,1,0,0,1,0
"834","iowa","dubuque",108,21690200,72095,91,75,0,16,1241927.54
"835","iowa","emmet",9,955600,10189,14,9,0,5,19778.22
"836","iowa","guthrie",35,7946200,32704,8,6,0,2,40935.74
"837","iowa","ida",21,2064700,17330,6,6,0,0,29008.35
"838","iowa","iowa",106,22244900,76097,34,26,0,8,249079.88
"839","iowa","keokuk",3,395000,1639,2,2,0,0,16717.75
"840","iowa","kossuth",18,5061500,31558,1,1,0,0,1103.5
"841","iowa","linn",2094,501700700,1548720,1337,1107,2,228,69426153.29
"842","iowa","louisa",173,34420200,118390,119,106,0,13,4257492.41
"843","iowa","lucas",2,4e+05,1886,4,4,0,0,18639.66
"844","iowa","lyon",29,2528900,21175,63,52,0,11,1255032.47
"845","iowa","mahaska",30,6930300,28182,13,10,0,3,149930.14
"846","iowa","mills",90,21637800,77268,97,71,0,26,869480.96
"847","iowa","monona",46,7530500,40955,18,10,0,8,401288.81
"848","iowa","muscatine",229,42862800,198705,322,263,1,58,5194153.78
"849","iowa","o'brien",3,609000,2586,1,1,0,0,1098.82
"850","iowa","page",4,485000,1597,1,1,0,0,5682.3
"851","iowa","palo alto",10,1549000,5664,2,1,0,1,7833.67
"852","iowa","plymouth",33,4838400,34069,19,14,0,5,263671.54
"853","iowa","pocahontas",4,877000,4081,NA,NA,NA,NA,NA
"854","iowa","pottawattamie",1011,189826800,911006,775,465,0,310,8472171.54
"855","iowa","poweshiek",6,1336000,3701,NA,NA,NA,NA,NA
"856","iowa","ringgold",1,350000,415,NA,NA,NA,NA,NA
"857","iowa","sac",9,1011800,9695,2,0,0,2,0
"858","iowa","sioux",25,5000400,26289,11,5,0,6,57321.01
"859","iowa","story",228,68918900,276895,276,236,0,40,12948723.94
"860","iowa","tama",53,5324900,68810,143,122,0,21,1437083.14
"861","iowa","wapello",67,15903600,65442,105,94,0,11,2325103.65
"862","iowa","webster",53,8916300,37572,92,83,0,9,2753232.15
"863","iowa","winneshiek",71,17450500,57556,24,21,0,3,353090.51
"864","iowa","woodbury",352,67917700,378611,247,165,0,82,1009348.63
"865","iowa","wright",25,5096300,39812,1,0,0,1,0
"866","kansas","butler",277,60247500,243918,461,387,1,73,10361240.2
"867","kansas","cherokee",88,10746300,64092,85,77,0,8,1523558.42
"868","kansas","clay",29,2458100,10493,2,0,0,2,0
"869","kansas","franklin",53,14284000,63293,15,11,0,4,186677.42
"870","kansas","jackson",12,2536400,7559,5,3,0,2,119608.83
"871","kansas","jefferson",74,13512900,63905,48,43,0,5,600151.53
"872","kansas","marion",35,3378900,34324,9,7,0,2,44969.05
"873","kansas","marshall",2,142000,1895,25,16,0,9,101685.32
"874","kansas","montgomery",165,26869000,180183,288,241,0,47,5373401.11
"875","kansas","russell",2,183600,1519,NA,NA,NA,NA,NA
"876","kansas","washington",9,719000,5423,1,0,0,1,0
"877","kansas","crawford",129,20144600,98321,140,104,0,36,1680239.52
"878","kansas","johnson",877,231479000,846668,1034,805,2,227,9464749.67
"879","kansas","lincoln",1,35000,411,1,1,0,0,1275.89
"880","kansas","phillips",NA,NA,NA,1,1,0,0,13633.34
"881","kansas","saline",344,57948100,406793,227,151,0,76,4473148.94
"882","kansas","scott",3,805000,1135,1,1,0,0,31887.48
"883","kansas","douglas",430,93601800,282451,118,89,0,29,788269.32
"884","kansas","sedgwick",1760,376082800,1122964,906,603,3,300,12165751.32
"885","kansas","hamilton",16,3104800,16732,1,1,0,0,700
"886","kansas","mitchell",26,2313100,24369,13,11,0,2,96041.07
"887","kansas","thomas",5,675500,5197,3,0,0,3,0
"888","kansas","brown",16,380100,7867,1,0,0,1,0
"889","kansas","edwards",98,7395800,66529,7,1,2,4,1108.04
"890","kansas","ford",95,12023400,119948,54,26,0,28,123607.94
"891","kansas","allen",102,13737700,111598,84,76,0,8,2716750.41
"892","kansas","miami",86,14712600,56003,16,15,0,1,614411.01
"893","kansas","rush",9,430700,7248,5,1,1,3,8434
"894","kansas","dickinson",130,13885500,126490,81,48,0,33,176722.36
"895","kansas","linn",21,3936000,27081,NA,NA,NA,NA,NA
"896","kansas","lyon",82,12129500,93537,61,46,0,15,876190.42
"897","kansas","anderson",5,465000,4440,4,4,0,0,220553.84
"898","kansas","atchison",15,3586400,18045,2,1,0,1,15391.41
"899","kansas","barber",10,2019700,4632,3,1,0,2,1219.16
"900","kansas","barton",171,15759800,126341,527,451,0,76,2469200.15
"901","kansas","bourbon",37,7548400,42525,63,54,0,9,2438760.21
"902","kansas","chase",25,2318700,23478,29,22,0,7,254842.81
"903","kansas","chautauqua",2,64000,786,1,0,0,1,0
"904","kansas","cheyenne",4,136200,1619,NA,NA,NA,NA,NA
"905","kansas","clark",24,2173100,6889,2,2,0,0,1712.38
"906","kansas","cloud",78,8575100,49278,NA,NA,NA,NA,NA
"907","kansas","coffey",22,1919600,17269,4,1,0,3,2624.77
"908","kansas","cowley",92,15749000,94718,134,97,0,37,1544148.75
"909","kansas","doniphan",169,35890700,126138,79,67,0,12,708760.49
"910","kansas","elk",4,115700,1937,1,1,0,0,25000
"911","kansas","ellis",260,27830900,284256,90,51,1,38,294033.73
"912","kansas","ellsworth",30,1967600,19307,8,6,0,2,54533.88
"913","kansas","finney",45,8481000,32864,9,7,0,2,21167.79
"914","kansas","geary",60,14751300,67909,34,25,0,9,275675.49
"915","kansas","gray",4,506000,4120,NA,NA,NA,NA,NA
"916","kansas","greenwood",8,938900,4760,7,3,0,4,5930.66
"917","kansas","harper",13,762200,9258,1,0,0,1,0
"918","kansas","harvey",14,3232900,8545,2,1,0,1,35293.58
"919","kansas","harvey",236,39076900,161803,394,303,0,91,3084245.73
"920","kansas","hodgeman",1,25000,356,1,1,0,0,2493.35
"921","kansas","jewell",2,67000,543,1,1,0,0,11855.83
"922","kansas","kearny",15,2572900,25201,1,0,0,1,0
"923","kansas","kingman",57,7816500,102064,6,4,0,2,936911.03
"924","kansas","kiowa",4,166100,3328,NA,NA,NA,NA,NA
"925","kansas","labette",136,16644300,117183,85,70,0,15,1006952.1
"926","kansas","lane",2,2e+05,3986,NA,NA,NA,NA,NA
"927","kansas","leavenworth",227,51729300,181589,231,185,0,46,2762649.69
"928","kansas","mcpherson",149,24224100,142311,26,21,0,5,78433.03
"929","kansas","morris",2,63500,967,NA,NA,NA,NA,NA
"930","kansas","nemaha",5,795200,6401,1,1,0,0,5264.05
"931","kansas","neosho",125,16528700,92586,78,58,0,20,1205047.77
"932","kansas","ness",11,1422400,14642,2,0,0,2,0
"933","kansas","norton",4,460000,3312,NA,NA,NA,NA,NA
"934","kansas","osage",49,5037400,36228,11,9,0,2,134577.18
"935","kansas","osborne",3,39400,735,7,6,0,1,167600
"936","kansas","ottawa",118,7866500,78965,41,24,0,17,140504.5
"937","kansas","pawnee",49,3479400,35717,4,2,0,2,4144.1
"938","kansas","pottawatomie",540,144555800,405237,302,226,0,76,3902481.1
"939","kansas","pratt",18,3425200,12560,12,5,0,7,2009.02
"940","kansas","rawlins",6,1253000,1950,NA,NA,NA,NA,NA
"941","kansas","reno",258,35192300,219138,79,50,0,29,544769.27
"942","kansas","republic",26,4361100,11209,6,6,0,0,121499.71
"943","kansas","rice",94,9173700,74549,15,8,0,7,233593.69
"944","kansas","riley",101,20372800,81786,99,74,0,25,1024667.8
"945","kansas","rooks",4,646900,1762,NA,NA,NA,NA,NA
"946","kansas","seward",45,7949800,77278,36,19,0,17,33394.62
"947","kansas","shawnee",1332,253947400,834573,309,240,0,69,3434955.04
"948","kansas","sheridan",2,5e+05,7013,NA,NA,NA,NA,NA
"949","kansas","sherman",4,564500,3150,NA,NA,NA,NA,NA
"950","kansas","sumner",120,16801500,112475,162,130,0,32,2525182.97
"951","kansas","wabaunsee",49,6023800,41972,3,3,0,0,13060.18
"952","kansas","wilson",63,9860100,45664,58,54,0,4,1057845.57
"953","kansas","woodson",1,28000,130,NA,NA,NA,NA,NA
"954","kansas","wyandotte",240,80590700,362764,404,333,0,71,9963954.78
"955","kansas","stanton",NA,NA,NA,1,1,0,0,1218.55
"956","kentucky","butler",15,1998200,12458,41,35,0,6,401201.38
"957","kentucky","clay",67,6874500,51678,45,35,0,10,243417.98
"958","kentucky","fayette",575,126298100,615286,392,317,1,74,4278047.3
"959","kentucky","franklin",442,105068000,679809,1345,1146,1,198,17443390.39
"960","kentucky","henry",33,3655900,20669,24,22,0,2,359426.94
"961","kentucky","jackson",25,5366200,39114,17,15,0,2,88013.22
"962","kentucky","jefferson",5023,866889700,4796741,4975,4019,3,953,70929251.51
"963","kentucky","lawrence",53,7574400,31379,25,19,1,5,398683.84
"964","kentucky","lee",23,5397700,53810,11,7,0,4,70813.68
"965","kentucky","madison",306,66524700,155711,83,69,0,14,1511226.25
"966","kentucky","marion",33,4190600,18741,21,17,0,4,309122.86
"967","kentucky","marshall",128,21443000,85107,64,55,0,9,1038680.25
"968","kentucky","monroe",3,495000,1341,NA,NA,NA,NA,NA
"969","kentucky","montgomery",51,7291800,49893,59,51,0,8,1488816.99
"970","kentucky","morgan",45,7290200,47640,17,12,0,5,124410.73
"971","kentucky","pike",1222,253745200,1157298,2362,2038,4,320,37183970.81
"972","kentucky","russell",11,2512000,4390,1,1,0,0,6807.14
"973","kentucky","shelby",53,12449100,31164,12,7,0,5,53629.66
"974","kentucky","washington",30,4992000,33585,21,20,0,1,569181.5
"975","kentucky","boone",79,14255400,59432,34,26,0,8,320450.08
"976","kentucky","carroll",80,8464700,64216,34,28,0,6,518786.91
"977","kentucky","clark",142,28960600,191381,233,216,0,17,3027784.63
"978","kentucky","crittenden",14,1224900,11896,13,11,0,2,277474.21
"979","kentucky","fulton",32,2825100,31713,17,14,0,3,290814.13
"980","kentucky","grant",14,1066800,12097,NA,NA,NA,NA,NA
"981","kentucky","johnson",441,69260300,402028,215,162,1,52,2765929.98
"982","kentucky","lincoln",13,1738400,7468,29,27,0,2,339965.6
"983","kentucky","logan",109,15212400,97279,27,18,0,9,240194.26
"984","kentucky","perry",246,32868500,332294,515,437,0,78,5035953.41
"985","kentucky","pulaski",34,6115800,23844,16,15,0,1,430168.66
"986","kentucky","scott",130,27977800,98412,62,50,0,12,1508149.77
"987","kentucky","union",25,4592000,16256,15,10,0,5,286664.61
"988","kentucky","martin",238,47235400,187466,529,442,0,87,5451063.72
"989","kentucky","taylor",27,3661800,22747,7,6,0,1,139051.42
"990","kentucky","floyd",743,122768900,752235,2308,1991,7,310,23480391.99
"991","kentucky","hancock",90,15871200,81153,4,2,0,2,26668.45
"992","kentucky","hart",28,2495900,15272,5,5,0,0,157816.68
"993","kentucky","warren",166,37868900,108459,96,81,0,15,939203.84
"994","kentucky","wayne",12,1425800,8541,NA,NA,NA,NA,NA
"995","kentucky","lewis",99,13393300,61484,111,96,0,15,1968440.18
"996","kentucky","christian",458,85272000,494652,876,768,0,108,16992397.69
"997","kentucky","clinton",11,1755700,6602,NA,NA,NA,NA,NA
"998","kentucky","cumberland",5,1490000,2773,1,1,0,0,109090.76
"999","kentucky","gallatin",73,13007100,88624,9,6,0,3,68899.56
"1000","kentucky","hardin",402,67839200,353727,340,275,7,58,4603241.98
"1001","kentucky","henderson",396,52296500,352727,301,255,0,46,3961146.62
"1002","kentucky","knox",131,17565500,101043,109,82,0,27,617644.8
"1003","kentucky","livingston",56,10128700,32983,15,13,0,2,226657.33
"1004","kentucky","mason",24,2466900,11597,11,10,0,1,108478.64
"1005","kentucky","mclean",74,8327200,53566,108,90,0,18,853857.2
"1006","kentucky","mercer",83,11163300,80182,159,150,0,9,3524150.64
"1007","kentucky","woodford",169,33169200,227753,390,363,1,26,6956332.7
"1008","kentucky","allen",21,4261000,18347,15,13,2,0,385929.89
"1009","kentucky","daviess",1645,240524300,1077786,259,197,0,62,2069393.85
"1010","kentucky","harrison",110,13352200,108473,129,123,0,6,3176328.45
"1011","kentucky","ohio",38,5715400,24858,12,6,0,6,36429.86
"1012","kentucky","owen",54,5962900,35742,57,55,0,2,759656.67
"1013","kentucky","spencer",28,5150900,25982,45,42,0,3,634393.23
"1014","kentucky","whitley",41,7185500,34249,17,10,0,7,86922.01
"1015","kentucky","webster",53,4136700,32099,5,4,0,1,141231.27
"1016","kentucky","anderson",49,9090500,34223,49,39,0,10,559648.19
"1017","kentucky","bourbon",127,21331700,128038,376,351,0,25,6214099.89
"1018","kentucky","adair",15,1959900,11821,1,1,0,0,37185.79
"1019","kentucky","ballard",34,3902300,27999,42,38,0,4,523422.67
"1020","kentucky","barren",43,5546500,24599,17,11,0,6,19822.34
"1021","kentucky","bath",83,7703500,59094,70,63,0,7,1013418.77
"1022","kentucky","bell",384,53612200,407013,527,415,0,112,6231902.59
"1023","kentucky","boyd",337,59352400,304210,421,367,6,48,5362044.22
"1024","kentucky","boyle",112,19704900,62640,8,8,0,0,26743.39
"1025","kentucky","bracken",88,11109400,128738,103,97,0,6,1881864.07
"1026","kentucky","breathitt",86,12419600,90555,97,86,0,11,1703265.54
"1027","kentucky","breckinridge",20,2712800,14529,23,18,0,5,247142.85
"1028","kentucky","bullitt",836,140508300,676075,255,216,0,39,3580180.8
"1029","kentucky","caldwell",32,3648300,15954,10,9,0,1,218608.06
"1030","kentucky","calloway",64,14806300,32012,22,17,1,4,487641.1
"1031","kentucky","campbell",512,93374800,459075,397,327,0,70,3991864.52
"1032","kentucky","carlisle",6,511500,3672,2,1,0,1,2507.02
"1033","kentucky","carter",293,39094200,143040,429,364,16,49,8440996.74
"1034","kentucky","casey",22,6209600,67157,13,12,0,1,1873577.66
"1035","kentucky","edmonson",11,1350400,8744,NA,NA,NA,NA,NA
"1036","kentucky","elliott",12,2643600,31206,1,1,0,0,10003.65
"1037","kentucky","estill",49,7558600,70712,5,3,0,2,40700.33
"1038","kentucky","fleming",32,2967400,20604,45,40,0,5,757464.03
"1039","kentucky","garrard",31,4632600,35055,9,8,0,1,192719.29
"1040","kentucky","graves",62,7352500,42593,51,49,0,2,862645.02
"1041","kentucky","grayson",23,3726200,11319,2,0,0,2,0
"1042","kentucky","green",9,1384100,10854,NA,NA,NA,NA,NA
"1043","kentucky","greenup",444,62013100,402358,567,480,0,87,6355938.44
"1044","kentucky","harlan",399,48458900,268424,471,357,0,114,2329038.32
"1045","kentucky","hickman",6,1388700,3568,13,8,0,5,6151.6
"1046","kentucky","hopkins",130,18882400,120857,54,44,0,10,405392.76
"1047","kentucky","jessamine",119,24116500,76942,157,147,0,10,2943724.58
"1048","kentucky","kenton",311,56744700,289480,218,184,0,34,1635574.77
"1049","kentucky","knott",79,10119000,85331,99,91,0,8,831495.23
"1050","kentucky","larue",23,3341300,16958,21,20,0,1,203045.28
"1051","kentucky","laurel",33,6228300,38939,6,3,0,3,33501.18
"1052","kentucky","leslie",37,6502000,70587,45,39,0,6,330233.77
"1053","kentucky","letcher",116,16604000,93497,52,37,0,15,344787.18
"1054","kentucky","magoffin",96,16292500,76411,228,194,2,32,2145100.22
"1055","kentucky","mccracken",264,59174500,230699,230,198,1,31,4770931.56
"1056","kentucky","mccreary",1,280000,376,NA,NA,NA,NA,NA
"1057","kentucky","meade",18,3628000,9186,7,5,0,2,192032.4
"1058","kentucky","menifee",22,3122800,28637,NA,NA,NA,NA,NA
"1059","kentucky","metcalfe",12,1701600,18008,9,6,0,3,22716.47
"1060","kentucky","muhlenberg",29,7615000,24063,5,3,0,2,122579.84
"1061","kentucky","nelson",102,13246000,89492,86,75,0,11,1915579.26
"1062","kentucky","nicholas",15,1287200,9695,40,36,0,4,440758.53
"1063","kentucky","oldham",279,61289500,451893,657,578,2,77,11219770.72
"1064","kentucky","owsley",11,1072800,6757,3,0,0,3,0
"1065","kentucky","pendleton",209,27199800,270832,156,150,0,6,4821026.58
"1066","kentucky","powell",110,11357400,71918,83,74,0,9,874660.46
"1067","kentucky","robertson",2,97000,1458,NA,NA,NA,NA,NA
"1068","kentucky","rockcastle",29,5289700,18711,8,7,0,1,201013.79
"1069","kentucky","rowan",347,53680700,243108,265,230,8,27,4510747.01
"1070","kentucky","simpson",31,5992700,25725,23,17,0,6,552074.63
"1071","kentucky","todd",27,4810100,21402,5,5,0,0,91632.27
"1072","kentucky","trigg",40,8618400,28323,1,0,0,1,0
"1073","kentucky","trimble",28,3920700,35027,35,25,0,10,309211.47
"1074","louisiana","acadia",3609,599351600,2516472,1605,1258,11,336,37197889.47
"1075","louisiana","allen",416,66804800,242250,422,345,1,76,4778683.72
"1076","louisiana","ascension",14579,3611245100,9637888,6585,5661,73,851,330473061.71
"1077","louisiana","assumption",1574,305653000,791925,975,780,3,192,4320014.69
"1078","louisiana","avoyelles",988,146823000,643150,1899,1610,5,284,11665527.21
"1079","louisiana","beauregard",353,77299600,189985,536,472,0,64,6665332.9
"1080","louisiana","bienville",24,3388500,14266,23,23,0,0,331075.71
"1081","louisiana","bossier",10201,2434946100,7134660,2889,2278,6,605,50148604.19
"1082","louisiana","caddo",809,191720100,534630,422,361,1,60,13416693.03
"1083","louisiana","calcasieu",14605,3706130600,9261268,6447,4990,45,1412,149137692.43
"1084","louisiana","caldwell",442,51037100,365649,562,482,2,78,5497181.73
"1085","louisiana","cameron",1659,386150600,1868316,3074,2798,2,274,174034038.19
"1086","louisiana","catahoula",715,94578900,638207,2775,2349,0,426,19079847.68
"1087","louisiana","claiborne",116,21268200,121018,67,45,1,21,1647630.64
"1088","louisiana","concordia",1285,328062900,642236,1670,1431,2,237,14556385.13
"1089","louisiana","de soto",89,15468100,64883,37,32,0,5,734742.87
"1090","louisiana","east baton rouge",40930,9982131400,27247742,19828,17184,132,2512,1139972465.66
"1091","louisiana","east carroll",214,54673500,150856,155,121,0,34,2072750.9
"1092","louisiana","east feliciana",205,39482600,126474,74,64,0,10,2238850.54
"1093","louisiana","evangeline",759,106258300,487788,207,148,11,48,4321403.16
"1094","louisiana","franklin",480,97367800,294249,288,254,0,34,4700380.51
"1095","louisiana","grant",236,31837100,144465,500,434,1,65,5004288.99
"1096","louisiana","iberia",5088,1205731500,3533203,3063,2664,5,394,93598456.62
"1097","louisiana","iberville",1478,387548700,897688,534,446,0,88,7136299.67
"1098","louisiana","jackson",12,871500,7962,2,2,0,0,24271.3
"1099","louisiana","jefferson davis",1098,222807300,745921,340,239,4,97,6533770.69
"1100","louisiana","jefferson",111579,28250646500,101770488,128994,96622,34,32338,3408188880.28
"1101","louisiana","la salle",93,14459100,70918,835,734,0,101,6726231
"1102","louisiana","lafayette",19853,5134817000,11244446,5642,4836,56,750,226321058.37
"1103","louisiana","lafourche",12420,2854430500,8417711,5306,3901,6,1399,66660643.39
"1104","louisiana","lincoln",121,31010400,81317,21,15,0,6,246757.11
"1105","louisiana","livingston",18774,3843279100,13397559,14357,12727,104,1526,798422523.66
"1106","louisiana","madison",467,103299800,317660,283,208,0,75,3206881.96
"1107","louisiana","morehouse",282,47248300,151674,199,175,0,24,6163934.74
"1108","louisiana","natchitoches",668,125873700,453008,537,437,3,97,9792519.74
"1109","louisiana","orleans",81581,22463703700,52956288,123166,102290,22,20854,7216611548.9
"1110","louisiana","ouachita",5949,1262134300,4243145,6659,5631,16,1012,154553126.44
"1111","louisiana","plaquemines",5297,1522161600,4308077,5702,4624,9,1069,361518278.48
"1112","louisiana","pointe coupee",1450,340586800,922456,2992,2680,10,302,28638448.07
"1113","louisiana","rapides",3657,793358400,2674959,2940,2543,13,384,45190836.38
"1114","louisiana","red river",52,8788800,69584,10,9,0,1,236200.27
"1115","louisiana","richland",564,99905100,348210,376,327,3,46,9064667.95
"1116","louisiana","sabine",88,12638800,54329,24,15,0,9,336873.22
"1117","louisiana","st. bernard",10831,3036007000,7098697,23616,21732,1,1883,2238823654.83
"1118","louisiana","st. charles",11618,3391454700,7615025,5947,4119,6,1822,100772101.73
"1119","louisiana","st. helena",141,31180800,102132,49,37,0,12,2276359
"1120","louisiana","st. james",1756,512564400,740772,245,201,0,44,6085921.92
"1121","louisiana","st. john the baptist",6992,1961604500,5027417,4929,3988,18,923,264019312.91
"1122","louisiana","st. landry",2667,492441500,1661525,713,579,1,133,15009929.47
"1123","louisiana","st. martin",2854,618333200,1860482,1304,1077,9,218,18290614.19
"1124","louisiana","st. mary",4918,1139486500,4487180,2336,1785,14,537,31264264.56
"1125","louisiana","st. tammany",48901,14074027500,31996351,34822,27116,26,7680,1678746947.49
"1126","louisiana","tangipahoa",9674,2328074300,5506919,3138,2553,14,571,119391655.1
"1127","louisiana","tensas",344,87162300,191449,283,246,0,37,3596916.47
"1128","louisiana","terrebonne",16068,4177324000,10316204,13079,11161,11,1907,317992634.33
"1129","louisiana","union",299,46878300,231855,375,326,1,48,8831502.51
"1130","louisiana","vermilion",6222,1248233100,4222734,4214,3690,12,512,170030756.95
"1131","louisiana","vernon",425,87504000,288636,235,193,3,39,7001368.79
"1132","louisiana","washington",796,142748600,555022,629,511,2,116,13188899.48
"1133","louisiana","webster",166,31617300,157287,222,199,1,22,7276896.53
"1134","louisiana","west baton rouge",1396,405122500,659816,171,122,0,49,2135756.06
"1135","louisiana","west carroll",143,25395100,80033,43,39,0,4,1422946.91
"1136","louisiana","west feliciana",169,37141100,98610,637,554,1,82,4855050.59
"1137","louisiana","winn",77,10887800,54474,135,123,0,12,2292724.21
"1138","maine","franklin",138,18424200,123888,66,52,0,14,483051.16
"1139","maine","washington",116,21412400,136844,19,6,0,13,32088.58
"1140","maine","lincoln",394,102179700,435991,95,63,0,32,606026.16
"1141","maine","hancock",353,88539500,336398,63,31,0,32,214757.66
"1142","maine","cumberland",1416,373496900,1458256,409,241,1,167,3122740.75
"1143","maine","knox",344,95276000,376343,54,29,0,25,272149.81
"1144","maine","androscoggin",212,40539400,209314,125,91,0,34,783636.02
"1145","maine","aroostook",171,27085400,153441,361,305,0,56,4392730.34
"1146","maine","kennebec",395,74581500,543943,388,300,0,88,4832515.68
"1147","maine","oxford",292,48415900,353054,319,237,1,81,3204956.82
"1148","maine","penobscot",414,63208500,411335,241,177,0,64,1728909.94
"1149","maine","piscataquis",61,9869800,64615,88,76,0,12,1877931.86
"1150","maine","sagadahoc",168,42724100,192673,75,46,0,29,753593.34
"1151","maine","somerset",199,24311100,169424,107,76,0,31,751199.34
"1152","maine","waldo",148,35953100,175521,61,44,0,17,530214.64
"1153","maine","york",3559,909092000,3599623,2116,1562,0,554,19121086.45
"1154","maryland","montgomery",2133,575378100,1182607,564,342,0,222,2713835.22
"1155","maryland","washington",312,70906600,356202,404,337,0,67,4208168.99
"1156","maryland","carroll",208,53166400,189886,124,87,0,37,914552.7
"1157","maryland","howard",964,265975600,660299,259,168,0,91,7439923.81
"1158","maryland","kent",597,159968700,562756,335,267,0,68,8206350.71
"1159","maryland","talbot",2219,685451800,1616886,611,478,0,133,11814177.51
"1160","maryland","somerset",1913,363143500,1490312,1109,854,2,253,12796978.63
"1161","maryland","allegany",330,54761300,453850,326,224,1,101,3344627.91
"1162","maryland","anne arundel",5843,1625922400,4123110,2468,1798,1,669,48132897.7
"1163","maryland","baltimore",3591,923541500,3951306,3073,2331,1,741,66309193.45
"1164","maryland","calvert",817,228979800,664098,479,373,0,106,8658306.81
"1165","maryland","caroline",194,46915500,216866,74,49,0,25,1277136.76
"1166","maryland","cecil",1002,240562700,997942,635,515,0,120,11529039.11
"1167","maryland","charles",683,182182600,499369,285,203,0,82,5732276.07
"1168","maryland","dorchester",1532,362788600,1315455,931,776,0,155,16901456.13
